comedian,tags,text
Alonzo Bodden,women,Scientists are trying to invent Viagra for women. It's been along for years... it's called cash.
Alonzo Bodden,differences,"The difference, generally speaking, between sportbike people and cruiser people is that sportbike people like performance skill and wear safety gear; cruisers like chrome, noise, and style. It's funny to me to separate them because I ride both. I prefer performance cruisers like the Honda Valkyrie I had or my Triumph Rocket III."
Alonzo Bodden,,I wish airplanes were more like elementary school with someone up front telling everyone to sit down and shut up.
Alonzo Bodden,divorce,Watching news showing all the same sex marriages. How long before first same sex divorce?
Alonzo Bodden,"homeless,vacation","This guy asked me to go camping on vacation. Camping - that's the dumbest vacation I ever heard of in my life. What, I'm gonna work all year so I can go out and pretend I'm homeless?"
Alonzo Bodden,asians,"I was on the highway - I saw the scariest thing in the world, man. I saw an Asian driving an SUV. Really, I just drove my car right into the guardrail, figured I'd save him some time."
Alonzo Bodden,,I could always make people laugh.
Alonzo Bodden,,"There's always something that's going to kill us all. A few years ago, tomatoes were going to kill us and a few years before that it was spinach. The FDA is run by a 7-year-old kid that hates vegetables!"
Alonzo Bodden,,"I got to be funny, I can't dunk."
Alonzo Bodden,driving,"I didn’t understand NASCAR until I met some NASCAR fans. You talk to a couple of NASCAR fans and you’ll see where a shiny car driving in a circle would fascinate them all day. I can make fun of NASCAR fans because if they chase me, I just turn right."
Alonzo Bodden,,"You know who's mad at Kobe? Every other player in the NBA. You know why? 'Cause he messed around on his wife and bought her a $4 million ring. Yeah, you know what that means: that's the new minimum. 'Cause you know how women are, man. Women get upset: 'Oh, really, what's this? A $1 million ring? What - did that bitch get my $3 million, too?'"
Alonzo Bodden,,"Latinos outnumber Black people now. I’m not too happy about it. Because it’s only a matter of time before we lose our month. Soon as they figure it out, they’re going to have Latino History Month. All we’re going to have is Cinco de Negro."
Alonzo Bodden,,"I like white women. That’s why I can’t hate white men. Because we need them for breeding. Sometimes I’m hanging with the brothers, and they get a little militant on me. They’re like, “Kill Whitey!” I’m like, “Slow down. Let’s think this through now.”"
Alonzo Bodden,,"I used to be an airplane mechanic until they started drug testing. That's when I knew it was time to let that one go. And people ask me about that; they're like, 'Is that true man? Did you really do drugs?' 'Yeah.' 'Why would you do drugs?' 'They work.'"
Alonzo Bodden,attitude,"You can't bring tweezers on an airplane. If I'm on a plane and you try to hijack it with tweezers, I'll whip your ass, man. You think I'm going to be late because you've got tweezers and a bad attitude?"
Alonzo Bodden,museums,"I’m a black male, over 40, with no kids, living in the suburbs - they wanted to put me in a museum. Why did I move to the suburbs? I started watching Desperate Housewives. If comedy didn’t work out I can always try gardening."
Alonzo Bodden,shoes,"We had one idiot put a bomb in a shoe, and now everybody's got to take their shoes off? Where's the bra bomber at? I say, if we've gotta wait in line, let's make it fun for everybody."
Alonzo Bodden,"honesty,work","I wasn't always a comic, I used to do honest work."
Alonzo Bodden,,"A joke is either funny or it's not funny. If I hear a funny joke, you know what I do? I laugh, that's what I do. I don't start a focus group to see who got hurt by the joke."
Alonzo Bodden,"men,gays","I work out with alot of gay guys at the gym. I do, because my only goal is to get into ""gay shape"". Now, you know what I'm talking about. Gay men are the most ripped kind of... listen... I don't know how strong you have to be to blow a guy, but I'm guessin', there is some muscle involved."
Alonzo Bodden,,"Comedy is the drug, when they laugh it's like I'm a jazz musician and they hear it, and they get it. It's power to take the crowd wherever I want them to go. I love it when they laugh, especially when they relate through laughter. It's a beautiful thing. It also means I'm going to get paid, which is nice."
Alonzo Bodden,,"I grew up in the suburbs. I’m an angry suburban nergo. I’m bad in, like, Starbucks. I’ll hurt you over a frappuccino."
Alonzo Bodden,,"In a relationship you have to communicate, which means listening to her talk. Ladies, you fake orgasms. We fake listening."
Alonzo Bodden,,"They sold me a duvet cover, and I don't have a duvet, I don't think. Then, they started treating me like I'm the idiot. They're like, 'Do you have a comforter?' 'Yeah.' 'Well, you have to protect it!' I had no idea it was under attack."
Alonzo Bodden,,"I like psycho chicks... Yeah, you hook up with a psycho, you're gonna learn something. First thing you learn is how to sleep with one eye open."
Alonzo Bodden,,Women like jewelry. They’re like racoons: show them some shiny stuff and they’ll follow you home.
Amy Schumer,,"My comedy is unapologetic and fearless. Like, sometimes you'll wind up having condomless sex with someone that you probably shouldn't. I'm interested in sharing that part of myself unapologetically so that other people will hopefully feel better."
Amy Schumer,,"I went home with this French guy 'cause he said something adorable, like, 'I have an apartment.'"
Amy Schumer,,"Now every idiot from high school's like, 'I'm back!' We weren't supposed to meet again. Stop poking me and inviting me to your weird vampire parties. No, I don't want to follow you on Twatter. Like, nobody's interested in you. I don't want to see you in real life, why would I want to follow you in the imaginary one?"
Amy Schumer,family,He was really into family... He'd never come on the road with me on the weekends 'cause he wanted to spend time with his wife.
Amy Schumer,,"We had to break up, though. We wanted different things - like he wanted kids and I wanted him to hear."
Amy Schumer,,I just say what I think is the funniest thing I could say. I'm not trying to make headlines. I'm just trying to say the stuff that I think is funny and will make people laugh.
